,hc_specificity,dev_peak,aging_decline,conservation,gwas,sgn_specificity,score,TPS_FINAL
TM2D2,0.00014676022648585794,0.4527334134288054,0.4154777262939742,0.5,0.0,0.41987854,0.2141270817881793,0.236888077697803
CCDC80,0.0,0.5788628192549928,0.305747933371386,0.5,0.0,0.37623516,0.210089527842689,0.2368817858567065
LRP5,0.0,0.66500708370841,0.3057474394563434,0.5,0.0,0.29003903,0.2100567929280206,0.23687133866013352
SLC4A1AP,0.0,0.5494087424592181,0.3057484792774844,0.5,0.0,0.40550774,0.2100577942633357,0.2368455683834663
ADIPOR2,0.0,0.5586929108045714,0.3057476474205743,0.5,0.0,0.3961982,0.210060928308271,0.23684036927400043
DBNDD1,0.0,0.5946378198515251,0.59223894576552,0.5,0.0,0.1453788,0.2207738515349615,0.23683916583513304
MSH5,0.0,0.6586188515074298,0.3620248980320918,0.5,0.0,0.25402984,0.2121963406110068,0.23683347300629976
ERG,0.0,0.7326882613374567,0.2258449886627085,0.5,0.0,0.2820653,0.2070254936839467,0.23682746056689763
CCT4,0.000239925627501752,0.4614862393205325,0.3057480633490256,0.5,0.0,0.49276975,0.2099576679682543,0.2367853850547109
TOX3,0.0,0.8945837510247465,3.233031283485875e-05,0.5,0.0,0.2892433,0.1984531331326854,0.23677025975187455
TWSG1,0.0,0.5650383032741733,0.3057488952059383,0.5,0.0,0.38941085,0.2099777877738366,0.2367521649357254
ARHGAP20,0.0,0.6044257648710959,0.3057482453177268,0.5,0.0,0.34995082,0.2099632822389952,0.23673755377187822
DHX40,0.0,0.5051198748048434,0.3057484792774839,0.5,0.0,0.44922668,0.2099659527683296,0.2367315828525913
SDK1,0.0,0.7243014077833528,0.3057484792774819,0.5,0.0,0.23003797,0.2099555778585982,0.23673014744829288
GATA2,0.0,0.5189356606337728,0.3057481673311428,0.5,0.0,0.43539068,0.210232328799439,0.236727493226426
PDP1,0.0,0.4033393516359735,0.6176753385388695,0.5,0.0,0.31700483,0.2216450803918785,0.2367201371080251
USPL1,0.0,0.5652836515070336,0.3057481933266706,0.5,0.0,0.38899392,0.2099595663196595,0.23671774330040732
SH2B1,0.0,0.537776059027769,0.3057480633490278,0.5,0.0,0.4164678,0.2099770491326613,0.236710981307908
RNF185,0.0,0.4282074831384335,0.3057478553847986,0.5,0.0,0.52600026,0.2099653369483714,0.2367037269354065
NCS1,0.0,0.5792876888585174,0.475851191248118,0.5,0.0,0.24711473,0.2162961941976962,0.23665816245892118
UPF1,0.0,0.4404538497197471,0.3057481153400854,0.5,0.0,0.5134345,0.2098875539329802,0.23663988724496227
CAP1,0.0,0.677888560263124,0.3057482713132564,0.5,0.0,0.2759776,0.2101188396026026,0.23663547274961327
IDH3B,0.0,0.5737746875180403,0.305747751402687,0.5,0.0,0.38004124,0.2100560373386581,0.2366253482140111
ITLN1,0.0,0.618582183075423,0.3057480633490281,0.5,0.0,0.3351615,0.2098765690189758,0.23661094611743883
CYFIP1,0.0,0.4500861113944469,0.3057481153400839,0.5,0.0,0.50361526,0.2098616995448331,0.23660249157990199
COPE,0.00015630784380365643,0.4676266271965048,0.3057485312685416,0.5,0.0,0.48571438,0.2097995682525325,0.23657737348272329
ARMCX5,0.0,0.5950799833138368,0.3115735989681146,0.5,0.0,0.35412169,0.2100609142724901,0.23657637450798455
IQCE,0.0,0.6994983024479751,0.3057478683825647,0.5,0.0,0.25406283,0.2097825377580396,0.23657440674697972
ARHGEF3,0.0,0.6927616279117622,0.3057484792774828,0.5,0.0,0.26071975,0.2098737632427768,0.23655854747397487
FAM83H,0.0,0.6277262485665144,0.390394128111782,0.5,0.0,0.26226735,0.2130532807658067,0.23655783893007018
RNF11,0.0,0.5479625786956628,0.3057480373535006,0.5,0.0,0.4055096,0.2098625960634099,0.23655664134215768
PRNP,0.0,0.6638202243545652,0.3168208622613279,0.5,0.0,0.28134182,0.2102611768254454,0.23655553821011227
SERP1,0.0,0.4946348551513699,0.3655091374342292,0.5,0.0,0.4138655,0.2121059635567684,0.23652644164540834
PACSIN3,0.0,0.7037841867513341,0.3115445527161024,0.5,0.0,0.2451583,0.21000759898204,0.2365201802576822
SNAP47,0.0,0.4457439822334625,0.3057483752953696,0.5,0.0,0.5075134,0.2098057946494621,0.23651373274099793
MRPS16,0.0,0.4443135933635351,0.6027489695918442,0.5,0.0,0.2860705,0.2209373115710094,0.23648916411148366
DHRS3,0.0,0.7014898394642793,0.3057479593669139,0.5,0.0,0.2516185,0.209818552994536,0.23648386179789294
CATSPER2,0.001988613869280888,0.5887298326536365,0.3057475434384582,0.5,0.0,0.36138082,0.2092479026847778,0.23648084620728033
METTL25,0.0,0.6476165629159031,0.305748063349029,0.5,0.0,0.3054074,0.2097026452010298,0.23646700208553495
DCTN6,0.0010341378951283032,0.4960715321738229,0.3057485312685417,0.5,0.0,0.45539904,0.2095403389185856,0.23646663549358435
NNT,0.0,0.4078381406278044,0.3527330096766416,0.5,0.0,0.5098486,0.2115149272451217,0.23644729957705712
CDC73,0.0,0.6667163159768479,0.3057484792774837,0.5,0.0,0.28619385,0.2096158960409538,0.23644430508699216
CCDC157,0.006777208095736193,0.7209092023509758,0.3057480633490311,0.5,0.0,0.22181782,0.2081792739169246,0.2364407764012707
ATP6V1E2,0.0,0.61764669093535,0.3057480633490281,0.5,0.0,0.3351615,0.2097291705665264,0.2364238476894242
REM2,4.489725344857468e-05,0.6786204249865886,0.3057488952059388,0.5,0.0,0.27411675,0.2097387460630572,0.23642323845424312
TRIM3,0.0,0.4937800684052871,0.3057484792774818,0.5,0.0,0.4590079,0.2097216248550444,0.2364198655726797
RBM19,0.0,0.5409277993696449,0.3071330344284942,0.5,0.0,0.41075787,0.2096989506646084,0.23640708903820312
LGALSL,0.0,0.6336352774760058,0.332785021649612,0.5,0.0,0.29872623,0.2107316075007693,0.23639005474264296
STAT1,0.0,0.6123922387023748,0.3057480633490262,0.5,0.0,0.34023803,0.2110442291187211,0.2363882632428289
CLCN6,0.0,0.486267335607339,0.3057481673311417,0.5,0.0,0.46635827,0.2097983590470395,0.23638734622113905
ACTL7A,0.0,0.892398319963208,1.847542548714731e-15,0.5,0.0,0.28947443,0.1982337173902875,0.23637454999264187
SACM1L,0.0,0.5844651664281455,0.3057472314921174,0.5,0.0,0.36800134,0.2103803991961816,0.23635538600944675
AFG3L2,0.0,0.6314230708931645,0.3057482713132572,0.5,0.0,0.32101107,0.2096930857136223,0.2363490688756215
ASH2L,0.0,0.5718849671267149,0.3057478553847999,0.5,0.0,0.38054526,0.2097083197664748,0.23634822373306297
OLFML2A,0.0,0.5703393952019761,0.305747855384801,0.5,0.0,0.3820487,0.20967294382989,0.2363397973481154
SSR2,0.032617105776955674,0.4490707236754404,0.4170461474097955,0.5,0.0,0.37087956,0.2064880932655459,0.23633211057964412
MRFAP1,0.047727953069180415,0.3797440868055023,0.3057479073758571,0.5,0.0,0.50100076,0.1989178228876584,0.23632954138823317
RNF130,0.0,0.5297166646894199,0.3057484792774835,0.5,0.0,0.4226006,0.2096471514148534,0.23632572482950653
PTDSS2,0.0,0.4932025132731674,0.3057480893445558,0.5,0.0,0.4590932,0.2096649225474079,0.23632135605631685
STK32A,0.0002008271307379184,0.6970273926613975,0.246703356774591,0.5,0.0,0.29923618,0.2070767400425054,0.23631846618768954
SERF2,0.09588628619304554,0.4169718506421592,0.3057474394563469,0.5,0.0,0.3914582,0.188062468156413,0.23631401190479753
DLC1,0.0,0.4869393849328935,0.3057480633490273,0.5,0.0,0.46529916,0.2096416488152781,0.2363099184889328
RNF112,0.0,0.5360386574428686,0.4744899477290026,0.5,0.0,0.28947443,0.2837338782411892,0.23627610964792412
ACOX1,0.0,0.514907474333717,0.3057484792774826,0.5,0.0,0.4371496,0.2092176749557803,0.2362736867583658
CSK,0.0,0.46436569549079,0.3057476474205738,0.5,0.0,0.4876555,0.209618760063968,0.23626638621124407
CEP76,0.0,0.5136708284587075,0.4630829185759767,0.5,0.0,0.32029194,0.2154290062591024,0.236254991478138
DNAJC2,0.0,0.4043165581265642,0.3057481673311404,0.5,0.0,0.54760057,0.2096419211714402,0.2362456507249839
KIFC1,0.0,0.0,0.9569821371745588,0.5,0.0,0.4634866,0.234017395418404,0.23624464057618383
FGF9,0.0,0.8297417100648204,0.3057482713132545,0.5,0.0,0.122054316,0.2096375648017945,0.23622144590995225
ATRNL1,0.0,0.6850305226026787,0.3057477514026848,0.5,0.0,0.26676422,0.209596462332405,0.23622111123093847
NID1,0.0,0.4616289756109087,0.2355943473024811,0.5,0.0,0.542686,0.2068694448624502,0.23620214721755392
SCFD2,0.0,0.5349794275869936,0.3057477773982143,0.5,0.0,0.4166975,0.2095608922975669,0.23619755212713087
AHDC1,0.0,0.6887246839252815,0.305748479277483,0.5,0.0,0.26293814,0.2095511177454466,0.23619483667667876
POLR3F,0.0,0.6913152175421717,0.3057476474205746,0.5,0.0,0.26025963,0.2095532975929945,0.23617711662152052
DUSP12,0.0,0.6302824593491407,0.3057476474205715,0.5,0.0,0.3212802,0.2095402085168592,0.2361746789829139
NKX3-1,0.0,0.685445554004063,0.1640305899670494,0.5,0.0,0.37238207,0.2587663957935389,0.23617011329587007
HOMER1,0.0,0.6530532333310597,0.3057480633490274,0.5,0.0,0.29840356,0.2094036026038219,0.23615356816856603
SPRR2G,0.0,0.6162947924606283,0.3057480633490281,0.5,0.0,0.3351615,0.2095334604267566,0.2361534679944799
PPIA,0.07980879286282931,0.3887071680106503,0.3057484792774851,0.5,0.0,0.4430183,0.1915772134398097,0.2361500033526016
CIZ1,0.0,0.6509158783212153,0.3057474394563456,0.5,0.0,0.3004212,0.2095081223636051,0.2361295315826949
TRIQK,0.0,0.5040117337139247,0.3057478553847998,0.5,0.0,0.44723698,0.2095183961980179,0.2361119210505049
JKAMP,0.0,0.5087557489467932,0.3057479073758577,0.5,0.0,0.4423821,0.2095447821491944,0.2360897558957373
CNTN1,0.0,0.5598243405710079,0.3057480633490291,0.5,0.0,0.39130512,0.2094815330970756,0.23608810161655597
MRPL47,0.009696142783878372,0.471484714401746,0.5161431490985132,0.5,0.0,0.3071513,0.2151838416897583,0.23605751808028969
KRTAP24-1,0.0,0.6158104556279898,0.3057480633490281,0.5,0.0,0.3351615,0.2094608099018608,0.23605660062795214
SIRT6,0.0,0.5897586519630108,0.4062838482367754,0.5,0.0,0.28577942,0.2132219199857083,0.23605019162811847
DDX39B,0.0,0.5374980066283754,0.30574806334903,0.5,0.0,0.41341814,0.2094653616122584,0.2360454388280296
MAP9,0.0,0.5699702983464366,0.3057484792774835,0.5,0.0,0.38087088,0.2094334268066938,0.23603050756090987
TSEN15,0.0,0.5355886071729162,0.3057481673311416,0.5,0.0,0.41524753,0.2087465958712582,0.2360294525342545
CNOT10,0.0,0.5394651511465003,0.3057482713132557,0.5,0.0,0.4113,0.2094325740006536,0.23601527092628843
NFE2L3,0.0,0.4858351576545885,0.3740798324573827,0.5,0.0,0.4136757,0.2119971212633774,0.23601414639952512
EFNB1,0.0,0.5074367943822253,0.4648861761121789,0.5,0.0,0.32393122,0.215387704231919,0.23600652929327193
EBF4,0.0,0.6464767587019455,0.0092684519383531,0.5,0.0,0.52651596,0.1982770757875428,0.2359888115311421
GXYLT2,0.0,0.5326603679868994,0.305747647420573,0.5,0.0,0.41795793,0.2094055190268655,0.23598580671046582
GNG4,0.0,0.6628442670533808,0.258728287905839,0.5,0.0,0.32303748,0.2078193207548672,0.23598559259655205
ZBED3,0.0,0.5453161882099963,0.3707141341892819,0.5,0.0,0.35652876,0.2125884453160686,0.23597610977039155
GTF2IRD1,0.0,0.3795498077990686,0.305748427286427,0.5,0.0,0.5709982,0.2093966791980656,0.23597186565277775
RAB28,0.0,0.4932571304823648,0.3057484792774821,0.5,0.0,0.45728126,0.2093979777072776,0.2359699499880953
RUNX1,0.0,0.6445455212679299,0.0122017710346978,0.5,0.0,0.52608407,0.1983929938615211,0.23595618390879064
PLEKHO1,0.0,0.5325039718199356,0.3076499178918321,0.5,0.0,0.41653123,0.2094731637705663,0.23595452804776196
RORC,0.0,0.6858062635268057,0.3057478878792175,0.5,0.0,0.26465172,0.2094668590674642,0.23595377988724375
ABHD5,0.0,0.5665940893941495,0.3066320101498309,0.5,0.0,0.3831874,0.209440452534357,0.23595109940130451
ACD,0.0,0.6016975116672376,0.5443613614032029,0.5,0.0,0.16977602,0.2181965524774602,0.23594891054392797
ATXN7L1,0.0,0.5334779738813816,0.3057477514026869,0.5,0.0,0.41693503,0.2094003607796276,0.23594476348667934
WNT2,0.0,0.6152228760598689,0.30574806334903,0.5,0.0,0.3351615,0.2093822854624678,0.2359390847143283
HSPA8,0.08816238401325412,0.3833779390128686,0.3057482713132556,0.5,0.0,0.43466836,0.1895179004384171,0.23592021570353833
ST6GALNAC2,0.0,0.6010090268271615,0.3888155961316153,0.5,0.0,0.2869754,0.2125082845980378,0.2359192247851746
CDC16,0.0,0.4647800298016049,0.305748583259595,0.5,0.0,0.48545766,0.2093518765012239,0.23590982544926023
CSRNP1,0.0,0.5304946145600103,0.5006513900758637,0.5,0.0,0.27353606,0.3086280392344906,0.2359038434233816
NBEA,0.0,0.5385834959779265,0.3057477514026882,0.5,0.0,0.41159892,0.2093559717159677,0.23589864590598852
LEKR1,0.00019291485340681137,0.5949914415698939,0.3057476474205712,0.5,0.0,0.35489848,0.2092364662368359,0.23589800588308651
AGMO,0.0,0.5844989615998368,0.3057479593669134,0.5,0.0,0.36565176,0.2094299643806379,0.23589233822500438
ARMCX3,0.0,0.4946572256461511,0.3298656881283255,0.5,0.0,0.43739805,0.2102529627643764,0.23589090834847906
FERD3L,0.0,0.6149415143788042,0.3057480633490281,0.5,0.0,0.3351615,0.209330468714483,0.23588281237811504
ARAF,0.0,0.537364548959333,0.3057476734161024,0.5,0.0,0.41264638,0.2092456051872267,0.23586433680428198
FADS3,0.0,0.6915803180731603,0.3230331367932053,0.5,0.0,0.24546261,0.2100745658949273,0.23586355613361287
LCN6,0.0,0.8898345861907175,1.847542548714731e-15,0.5,0.0,0.28947443,0.197849157324414,0.2358618032381438
CEACAM5,0.0,0.6148230875403332,0.3057480633490281,0.5,0.0,0.3351615,0.2093214649826638,0.23585912701042083
CABIN1,0.0,0.5744178732295864,0.3057478553848007,0.5,0.0,0.3755604,0.2093678284560461,0.23585783295363738
PAXIP1,0.0,0.6649472764110351,0.3057481673311432,0.5,0.0,0.2850092,0.2093483233732216,0.2358535203818785
KRTAP4-7,0.0,0.6491189554781033,2.144631052177657e-07,0.5,0.0,0.53014416,0.1978423069660355,0.23585265526508645
PLP1,0.0,0.6165652928145275,0.305748479277484,0.5,0.0,0.33336955,0.2094481144472351,0.23584924045452813
SIAE,0.0,0.5192318142319586,0.3057478553847997,0.5,0.0,0.43056697,0.2092384271959401,0.2358219351541117
TALDO1,0.0009949967577572766,0.5712000353049713,0.3057476474205713,0.5,0.0,0.377079,0.2088922752189029,0.23581645320140718
USP38,0.0,0.5311365755244403,0.3057482193221972,0.5,0.0,0.41862604,0.2093523198833249,0.23581475600321763
NUS1,0.0,0.5299208779972685,0.3057478553847996,0.5,0.0,0.41976726,0.2092616348018678,0.23579980590717364
ATP6V1C1,0.0,0.5012146450964216,0.305747465451897,0.5,0.0,0.44837087,0.2092473236992939,0.23577922283706887
DHPS,0.0,0.5479311547987855,0.4284855921307268,0.5,0.0,0.30956832,0.2138444717294793,0.23577273377936614
PIP5K1B,0.0,0.6469683732816437,0.3057479593669155,0.5,0.0,0.30254763,0.2091579774107783,0.23576539456136608
HIP1,0.0,0.4156585017959591,0.3057476474205752,0.5,0.0,0.53383183,0.2092361545744057,0.2357602134722781
FGF14,0.0,0.6150110973027878,0.0434063654130639,0.5,0.0,0.5312274,0.1992885884020385,0.23575865427251716
SPESP1,0.0,0.6143158029196063,0.3057480633490281,0.5,0.0,0.3351615,0.2092298050659576,0.23575767008627546
MGAT3,0.0,0.7290567419418792,0.1786221903823205,0.5,0.0,0.31565306,0.2044491924024729,0.2357352889457239
MMP27,0.0,0.8891971465821592,2.144631052177657e-07,0.5,0.0,0.28947443,0.1977535735525957,0.23573434748589764
HNRNPH1,0.0,0.4155659912268508,0.3057482193222003,0.5,0.0,0.5337831,0.2092260815826917,0.23573205114370022
UPF2,0.0,0.696338928310394,0.3057481153400837,0.5,0.0,0.25300017,0.2092083281932764,0.2357300369630914
ABCE1,0.0,0.510581588888774,0.3057476474205742,0.5,0.0,0.4387419,0.2092083037198355,0.23572684489084095
COX6A2,0.0022510322825732205,0.8857732002877187,2.144631052177657e-07,0.5,0.0,0.28947443,0.3324324752722616,0.23572486791178152
DLGAP4,0.0,0.4462666733007284,0.3057478553848014,0.5,0.0,0.5029954,0.2093975256215848,0.2357145929678659
INPP5K,0.0,0.6019348983450457,0.3057482713132569,0.5,0.0,0.3472972,0.2092195243491992,0.23570866036599764
CNBP,0.006824788876517393,0.4140972477800023,0.3057478813803287,0.5,0.0,0.52486485,0.2076708315795332,0.23570203842600498
FMN1,0.0,0.5433791701008616,0.3057474394563469,0.5,0.0,0.40576354,0.2044358706820364,0.23569065793862437
CREB3L2,0.0,0.5287985965423917,0.3057485832596009,0.5,0.0,0.42030492,0.2091744354416987,0.23568299079741847
RAB36,0.0023718609544118555,0.6347177989034232,0.3057480633490281,0.5,0.0,0.31081578,0.208615706173772,0.2356804835693624
CST3,0.007728014069962468,0.4678004521849052,0.3057478553847995,0.5,0.0,0.46968168,0.207692673945833,0.23567700896568972
TIMMDC1,0.0,0.6439984529405869,0.3057482713132554,0.5,0.0,0.30506152,0.20917381764123,0.23567423528510567
UGP2,0.0,0.5390632466804679,0.305747647420572,0.5,0.0,0.40999126,0.2091674639225329,0.23567304844917936
BCL2L13,0.0,0.5346440215159198,0.305748401290899,0.5,0.0,0.41438118,0.2091772263177349,0.2356673004968188
IRAK3,0.0,0.7130965470049659,0.305748141335614,0.5,0.0,0.2358612,0.209163143346985,0.2356537706013353
RAVER2,0.0,0.5346934142656707,0.3057485832595978,0.5,0.0,0.41419783,0.2090935884504918,0.23564053634207383
ZMYM6,0.0,0.6701199494045921,0.305747959366914,0.5,0.0,0.27872846,0.2091528808678782,0.23563187578595554
SRSF3,0.0008480720549905268,0.369092735993639,0.305748479277484,0.5,0.0,0.57837313,0.2089249017366959,0.23560986670684755
CEBPG,0.0,0.3672237075055126,0.3057479073758556,0.5,0.0,0.58144236,0.2091282108921962,0.23559539960748088
TRIM28,0.0,0.5760397630800365,0.3057480633490294,0.5,0.0,0.3724778,0.2091296098576342,0.23556572211836171
ENTPD7,0.0,0.5052840674135888,0.3057482713132554,0.5,0.0,0.44315025,0.2090844909157752,0.2355491041797061
CCL20,0.0,0.6132267962684136,0.3057480633490281,0.5,0.0,0.3351615,0.2090732609979244,0.23553986875603694
HSPA4L,0.0,0.5422146281981741,0.3057480633490286,0.5,0.0,0.40614972,0.2093406282348707,0.2355350791419891
AP2M1,0.00034516198645722897,0.477086365028908,0.3057480633490271,0.5,0.0,0.4707141,0.2089734118813747,0.23552585110407284
PSMA7,0.005048409701072024,0.3997861222057124,0.305748271313257,0.5,0.0,0.5408802,0.207948843304583,0.23551002804845264
LIX1,0.0003518235319491151,0.4419177295814767,0.6029859691401408,0.5,0.0,0.28281656,0.2201960521828151,0.23550030034690117
LANCL2,0.0,0.5702015758089352,0.3255466257540118,0.5,0.0,0.36313376,0.2097779194504307,0.23549906102488882
PSMD5,0.0,0.4381422363629637,0.3070901926333268,0.5,0.0,0.5088331,0.2313535431064254,0.23545859616759177
FABP3,1.5086876906667874e-06,0.6651551069928573,0.4427098045897022,0.5,0.0,0.18007141,0.2140994845981153,0.235452226693334
NCOR2,0.0,0.5896662040179784,0.3057476474205733,0.5,0.0,0.35826793,0.2090006460494581,0.23544897391668168
CARM1,0.0,0.5507336410128467,0.3057482713132575,0.5,0.0,0.39714965,0.2090055733617427,0.235438898899558
JAZF1,0.0,0.7988779501712354,0.1394494724480642,0.5,0.0,0.27371094,0.2027428571697419,0.23543519890145673
LAMP3,0.0,0.6127030447829073,0.3057480633490281,0.5,0.0,0.3351615,0.2090039334698655,0.23543511845893567
TSR3,2.8094660731345605e-05,0.5107420813955764,0.3364971788312563,0.5,0.0,0.41400766,0.2101676946991512,0.23543295350202317
ZBTB34,0.0,0.5533800247300652,0.3057476864138804,0.5,0.0,0.39446825,0.2090447123348763,0.2354318079080951
TDGF1,0.0,0.6922487916788282,0.3057486612461571,0.5,0.0,0.25559846,0.2090012497433377,0.23543174952268925
ALPI,0.0,0.6126325013331585,0.3057480633490281,0.5,0.0,0.3351615,0.2089841167576361,0.2354210097689859
TRIM39,0.0,0.4629774766983244,0.3057484012909001,0.5,0.0,0.48480058,0.2090004946740067,0.23541787153329988
ICAM1,0.0,0.7863335728575422,0.0955467010796144,0.5,0.0,0.31907758,0.3201054062698921,0.2354142357334506
EML2,0.0,0.6765197834603226,0.3057481673311408,0.5,0.0,0.27113518,0.2089693329178454,0.23539321779173564
HTR3A,0.0,0.612476056265958,0.3057480633490281,0.5,0.0,0.3351615,0.208960649997556,0.23538972075554582
POLR2K,0.010089587029089304,0.4177927987921079,0.4704696534683787,0.5,0.0,0.39113137,0.2128523818593614,0.23538215788740519
TRPC1,0.0,0.6357008797465012,0.3183560367672812,0.5,0.0,0.30242613,0.2094228812595487,0.23537880746439244
ATP6V1F,0.059180986749422314,0.4568701104277997,0.4732543981922171,0.5,0.0,0.276213,0.2018987416357787,0.23535907783921922
EMC2,0.0,0.5333861354741877,0.3057478553847994,0.5,0.0,0.4140611,0.2089572707920406,0.23535162540255747
ITGA11,0.0,0.4972568910730396,0.305747712409407,0.5,0.0,0.45016703,0.2089173782059156,0.23534694107601897
GABBR1,0.0,0.6540436591997497,0.3057481673311412,0.5,0.0,0.2933783,0.2089146031398047,0.2353466169396211
ZFYVE1,0.0,0.5772460525746015,0.3057481413356114,0.5,0.0,0.37010765,0.2095708161140817,0.23533296171526202
TSPAN12,0.0,0.6112566256449893,0.3057480633490279,0.5,0.0,0.33591795,0.2089236874378053,0.23529712463135202
POLR2B,0.0,0.487666196179721,0.3057483752953687,0.5,0.0,0.45944217,0.2088753654082187,0.2352839295302495
EEPD1,0.0,0.6341373552028192,0.3159525703841075,0.5,0.0,0.30527315,0.2091939430045498,0.23527498659817997
LYRM4,0.0,0.4030686923260784,0.3814670593228804,0.5,0.0,0.48719895,0.2117152542948334,0.23527358736364778
PDE1A,0.0,0.6566693329304609,0.3057480633490292,0.5,0.0,0.29031104,0.2088526838339682,0.23525828408844657
SAE1,0.0,0.5018924123380192,0.305748063349028,0.5,0.0,0.44500586,0.2088808260772954,0.23524186396995805
LHFPL3,0.0,0.6580235232593867,0.1761331182006625,0.5,0.0,0.3860178,0.203964862415146,0.2352282323819767
GCA,0.0,0.4933818987767037,0.3057483752953687,0.5,0.0,0.4534113,0.2087738547406521,0.23522089604964605
IGFBP1,0.0,0.6115713140831724,0.3057480633490281,0.5,0.0,0.3351615,0.2088340892403989,0.23520877231898868
PPIB,0.0035907884691182114,0.5486643615442411,0.3057480633490271,0.5,0.0,0.3926341,0.2080056328564944,0.23519913835193776
LYSMD1,0.0,0.4361725976629358,0.575730571221152,0.5,0.0,0.30799294,0.2189172657808029,0.23519269321575997
BRAT1,0.0,0.5365184993093554,0.3536169298548606,0.5,0.0,0.37422106,0.210716989153497,0.23519045134010017
ALAS2,0.0,0.570851240458059,0.4597125172114551,0.5,0.0,0.260248,0.2145911637035374,0.2351767256733301
EIF5,0.0,0.4364604943583208,0.3057484272864266,0.5,0.0,0.5101033,0.2088395880580867,0.23517502296462817
PARP14,0.0,0.7146758679798184,0.3057479593669132,0.5,0.0,0.23187332,0.2087331497050465,0.2351720315010007
FAM192A,0.0,0.4591358496004959,0.3057478033937435,0.5,0.0,0.48740458,0.2086885231511407,0.2351702564291607
CACNA2D1,0.0,0.4146095210887836,0.3057487912238269,0.5,0.0,0.53186655,0.20879721635831,0.2351575329013308
ABCB8,0.0,0.550401046423175,0.3327978598462731,0.5,0.0,0.3757667,0.2087209315488661,0.235153228261576
HES1,0.0,0.3732111759513503,0.5137450896695092,0.5,0.0,0.4172244,0.2165678617270478,0.23514887864069645
WDR46,0.0,0.5316497379980559,0.5551643321500285,0.5,0.0,0.22764216,0.2181071440580691,0.23513302942211545
HDHD2,0.0,0.5625456586607399,0.3182498515787729,0.5,0.0,0.3744118,0.209231091858331,0.23512896946896394
AP1AR,0.0,0.5754765562954645,0.3057484792774825,0.5,0.0,0.3708516,0.2090465331367679,0.23512790315071527
PLOD2,0.0,0.5179752033045264,0.3057486872417119,0.5,0.0,0.4283156,0.2085857290003492,0.23512046374716206
PSMC4,1.0356117969357439e-06,0.3920840851847266,0.3064924818215981,0.5,0.0,0.5536274,0.208827578183586,0.23511647999372412
ANKRD29,0.0,0.0,0.938404952670488,0.5,0.0,0.47176537,0.2325158427449834,0.2351138169005732
SHISA2,0.0,0.5894009580429362,0.305748687241711,0.5,0.0,0.35683382,0.2087782078826476,0.23510925869484395
CCDC127,0.0,0.3797057463143914,0.3605373336009772,0.5,0.0,0.5254224,0.2108329421181312,0.23510622930302488
DHX9,0.0,0.7549097773306113,0.3057482713132571,0.5,0.0,0.19128595,0.2087614330847291,0.23510138616311083
UBA5,0.0,0.5218908264404811,0.3057482713132565,0.5,0.0,0.42426282,0.2086467790603868,0.23509296998508472
FUCA1,0.0,0.5589605654394284,0.3057479593669158,0.5,0.0,0.38711128,0.2087365039612405,0.23507656299292307
ZBTB9,0.001586896226725732,0.5159229063298604,0.4469437975324777,0.5,0.0,0.32186398,0.2136746096129603,0.23507501576386144
NAA50,0.0,0.4720721650612842,0.3057477514026859,0.5,0.0,0.47395515,0.2087812371441863,0.2350676257226597
B4GALT2,0.0,0.4139438092074492,0.443536926102776,0.5,0.0,0.4287348,0.2138825370929886,0.23506626075690623
GRM7,0.0,0.8835583613991672,0.0075798766939675,0.5,0.0,0.2860217,0.1975695872086936,0.23505299378392858
AP2S1,0.00010716631955518689,0.5217465976262882,0.3319934225303393,0.5,0.0,0.40431586,0.2096702899648901,0.2350436548006751
PTOV1,0.0,0.3539822785186541,0.305748271313255,0.5,0.0,0.5918791,0.2086882192033421,0.23503451640071907
THYN1,0.0007316651270799763,0.4503210946497623,0.4649765987764814,0.5,0.0,0.37500423,0.2145275769926373,0.23503105428454868
CPA6,0.00048545442822498343,0.5151182900137857,0.3057480633490277,0.5,0.0,0.4299656,0.2084961059737217,0.2350246238335788
BRD1,0.0,0.478570830326956,0.3057481673311418,0.5,0.0,0.46712053,0.2086665630780851,0.2350004971650625
ZCCHC17,0.0,0.7598315690821537,0.305748063349028,0.5,0.0,0.18585536,0.2088135432284091,0.23499959531878495
KLHDC8B,3.025135089030977e-06,0.6012086043803856,0.3057472314921199,0.5,0.0,0.3444633,0.2086509123220303,0.2349973731404218
TCF12,0.0,0.5372748389009757,0.3057479593669132,0.5,0.0,0.4084009,0.2087100162689091,0.23499734168523212
SLC2A5,0.0,0.5007512724207888,0.5130003714503486,0.5,0.0,0.28947443,0.3148283282980479,0.23499519620171005
ELOVL7,0.0,0.6341230982541859,0.3466604334772187,0.5,0.0,0.2808088,0.2100646164024057,0.23498544467242
FKBP6,0.00048315005464373193,0.4056162328269445,0.6340585032001059,0.5,0.0,0.29294288,0.3157890689593375,0.2349655430617979
OTOR,0.01147222326504237,0.383715027724905,0.3057480373535022,0.5,0.0,0.54457617,0.2060734945093998,0.23496211212751905
ZFYVE16,0.0,0.5213744282794008,0.3057480633490265,0.5,0.0,0.42408633,0.2086298383435161,0.23495436115823415
OXGR1,0.0,0.5368419319341111,0.3057480633490281,0.5,0.0,0.40861216,0.2086466353856438,0.23495302788917644
