,hc_specificity,dev_peak,aging_decline,conservation,gwas,sgn_specificity,score,TPS_FINAL
AC009498.1,0.0,0.0,0.3057480633490281,0.5,0.0,0.3351615,0.117098476752843,0.11289450950235422
AC008060.2,0.0,0.0,0.3057480633490281,0.5,0.0,0.3351615,0.1170984767527826,0.11289450950235422
LINC02455,0.0,0.0,0.3057480633490281,0.5,0.0,0.3351615,0.1170984767527826,0.11289450950235422
AP001107.5,0.0,0.0,0.3057480633490281,0.5,0.0,0.3351615,0.1170984767527826,0.11289450950235422
AC009806.1,0.0,0.0,0.3057480633490281,0.5,0.0,0.3351615,0.1170984767527545,0.11289450950235422
AL353572.3,0.0,0.0,0.3057480633490281,0.5,0.0,0.3351615,0.117098476752739,0.11289450950235422
AC130467.1,0.0,0.0,0.3057480633490281,0.5,0.0,0.3351615,0.117098476752744,0.11289450950235422
AL354897.2,0.0,0.0,0.3057480633490281,0.5,0.0,0.3351615,0.1170984767527443,0.11289450950235422
AC090016.1,0.0,0.0,0.3057480633490281,0.5,0.0,0.3351615,0.1170984767527451,0.11289450950235422
AP003486.2,0.0,0.0,0.3057480633490281,0.5,0.0,0.3351615,0.1170984767527454,0.11289450950235422
AL356134.1,0.0,0.0,0.3057480633490281,0.5,0.0,0.3351615,0.1170984767527454,0.11289450950235422
AL133215.3,0.0,0.0,0.3057480633490281,0.5,0.0,0.3351615,0.117098476752746,0.11289450950235422
AL353752.2,0.0,0.0,0.3057480633490281,0.5,0.0,0.3351615,0.117098476752746,0.11289450950235422
GLYATL1B,0.0,0.0,0.3057480633490281,0.5,0.0,0.3351615,0.1170984767527465,0.11289450950235422
NCR2,0.0,0.0,0.3057480633490281,0.5,0.0,0.3351615,0.1170984767527466,0.11289450950235422
RAET1G,0.0,0.0,0.3057480633490281,0.5,0.0,0.3351615,0.1170984767527466,0.11289450950235422
AC020911.3,0.0,0.0,0.3057480633490281,0.5,0.0,0.3351615,0.1170984767527493,0.11289450950235422
MNX1-AS2,0.0,0.0,0.3057480633490281,0.5,0.0,0.3351615,0.1170984767527493,0.11289450950235422
AL358332.1,0.0,0.0,0.3057480633490281,0.5,0.0,0.3351615,0.1170984767527521,0.11289450950235422
AL355674.1,0.0,0.0,0.3057480633490281,0.5,0.0,0.3351615,0.1170984767527527,0.11289450950235422
AC021660.2,0.0,0.0,0.3057480633490281,0.5,0.0,0.3351615,0.1170984767527383,0.11289450950235422
AC068722.2,0.0,0.0,0.3057480633490281,0.5,0.0,0.3351615,0.117098476752736,0.11289450950235422
AL132796.2,0.0,0.0,0.3057480633490281,0.5,0.0,0.3351615,0.1170984767527356,0.11289450950235422
AC008750.3,0.0,0.0,0.3057480633490281,0.5,0.0,0.3351615,0.1170984767527269,0.11289450950235422
BLACE,0.0,0.0,0.3057480633490281,0.5,0.0,0.3351615,0.1170984767527216,0.11289450950235422
AL162408.1,0.0,0.0,0.3057480633490281,0.5,0.0,0.3351615,0.1170984767527224,0.11289450950235422
AC003009.1,0.0,0.0,0.3057480633490281,0.5,0.0,0.3351615,0.1170984767527224,0.11289450950235422
AC096772.1,0.0,0.0,0.3057480633490281,0.5,0.0,0.3351615,0.1170984767527224,0.11289450950235422
AC068616.1,0.0,0.0,0.3057480633490281,0.5,0.0,0.3351615,0.1170984767527224,0.11289450950235422
AC093627.22,0.0,0.0,0.3057480633490281,0.5,0.0,0.3351615,0.1170984767527261,0.11289450950235422
PAGE4,0.0,0.0,0.3057480633490281,0.5,0.0,0.3351615,0.1170984767527307,0.11289450950235422
AL592494.1,0.0,0.0,0.3057480633490281,0.5,0.0,0.3351615,0.1170984767527356,0.11289450950235422
AC010768.2,0.0,0.0,0.3057480633490281,0.5,0.0,0.3351615,0.1170984767527345,0.11289450950235422
AL627422.2,0.0,0.0,0.3057480633490281,0.5,0.0,0.3351615,0.1170984767527345,0.11289450950235422
AL592146.1,0.0,0.0,0.3057480633490281,0.5,0.0,0.3351615,0.1170984767527345,0.11289450950235422
AC023302.2,0.0,0.0,0.3057480633490281,0.5,0.0,0.3351615,0.1170984767527352,0.11289450950235422
AC114928.1,0.0,0.0,0.3057480633490281,0.5,0.0,0.3351615,0.1170984767527352,0.11289450950235422
AL589702.1,0.0,0.0,0.3057480633490281,0.5,0.0,0.3351615,0.1170984767527356,0.11289450950235422
AC126407.1,0.0,0.0,0.3057480633490281,0.5,0.0,0.3351615,0.1170984767527545,0.11289450950235422
IGLV1-51,0.0,0.0,0.3057480633490281,0.5,0.0,0.3351615,0.1170984767527562,0.11289450950235422
AC087369.2,0.0,0.0,0.3057480633490281,0.5,0.0,0.3351615,0.1170984767527826,0.11289450950235422
LINC02692,0.0,0.0,0.3057480633490281,0.5,0.0,0.3351615,0.1170984767527566,0.11289450950235422
AL772337.2,0.0,0.0,0.3057480633490281,0.5,0.0,0.3351615,0.1170984767527662,0.11289450950235422
AL078599.2,0.0,0.0,0.3057480633490281,0.5,0.0,0.3351615,0.1170984767527665,0.11289450950235422
AL590483.4,0.0,0.0,0.3057480633490281,0.5,0.0,0.3351615,0.1170984767527678,0.11289450950235422
AC005005.3,0.0,0.0,0.3057480633490281,0.5,0.0,0.3351615,0.1170984767527678,0.11289450950235422
AC090970.2,0.0,0.0,0.3057480633490281,0.5,0.0,0.3351615,0.117098476752774,0.11289450950235422
LINC01940,0.0,0.0,0.3057480633490281,0.5,0.0,0.3351615,0.1170984767527744,0.11289450950235422
AC025271.3,0.0,0.0,0.3057480633490281,0.5,0.0,0.3351615,0.1170984767527746,0.11289450950235422
LINC01487,0.0,0.0,0.3057480633490281,0.5,0.0,0.3351615,0.1170984767527767,0.11289450950235422
AP003774.1,0.0,0.0,0.3057480633490281,0.5,0.0,0.3351615,0.1170984767527767,0.11289450950235422
AC017002.3,0.0,0.0,0.3057480633490281,0.5,0.0,0.3351615,0.1170984767527767,0.11289450950235422
AC022168.1,0.0,0.0,0.3057480633490281,0.5,0.0,0.3351615,0.1170984767527767,0.11289450950235422
AL512444.1,0.0,0.0,0.3057480633490281,0.5,0.0,0.3351615,0.1170984767527768,0.11289450950235422
AP001496.1,0.0,0.0,0.3057480633490281,0.5,0.0,0.3351615,0.1170984767527792,0.11289450950235422
AC017007.5,0.0,0.0,0.3057480633490281,0.5,0.0,0.3351615,0.1170984767527792,0.11289450950235422
AL137800.1,0.0,0.0,0.3057480633490281,0.5,0.0,0.3351615,0.1170984767527826,0.11289450950235422
AC008897.3,0.0,0.0,0.3057480633490281,0.5,0.0,0.3351615,0.1170984767527657,0.11289450950235422
AC245140.1,0.0,0.0,0.3057480633490281,0.5,0.0,0.3351615,0.1170984767527655,0.11289450950235422
AL445070.1,0.0,0.0,0.3057480633490281,0.5,0.0,0.3351615,0.1170984767527654,0.11289450950235422
AL359813.2,0.0,0.0,0.3057480633490281,0.5,0.0,0.3351615,0.1170984767527619,0.11289450950235422
AC068418.2,0.0,0.0,0.3057480633490281,0.5,0.0,0.3351615,0.1170984767527572,0.11289450950235422
AL353740.1,0.0,0.0,0.3057480633490281,0.5,0.0,0.3351615,0.117098476752761,0.11289450950235422
AL008718.2,0.0,0.0,0.3057480633490281,0.5,0.0,0.3351615,0.1170984767527611,0.11289450950235422
AC025437.5,0.0,0.0,0.3057480633490281,0.5,0.0,0.3351615,0.1170984767527612,0.11289450950235422
AL356421.2,0.0,0.0,0.3057480633490281,0.5,0.0,0.3351615,0.1170984767527617,0.11289450950235422
TUBA3E,0.0,0.0,0.3057480633490281,0.5,0.0,0.3351615,0.1170984767527619,0.11289450950235422
AC106858.1,0.0,0.0,0.3057480633490281,0.5,0.0,0.3351615,0.1170984767527632,0.11289450950235422
AL136097.2,0.0,0.0,0.3057480633490281,0.5,0.0,0.3351615,0.1170984767527654,0.11289450950235422
AL354694.1,0.0,0.0,0.3057480633490281,0.5,0.0,0.3351615,0.1170984767527632,0.11289450950235422
AL121581.2,0.0,0.0,0.3057480633490281,0.5,0.0,0.3351615,0.1170984767527632,0.11289450950235422
AC027796.5,0.0,0.0,0.3057480633490281,0.5,0.0,0.3351615,0.1170984767527638,0.11289450950235422
AC087286.4,0.0,0.0,0.3057480633490281,0.5,0.0,0.3351615,0.1170984767527646,0.11289450950235422
AMMECR1-IT1,0.0,0.0,0.3057480633490281,0.5,0.0,0.3351615,0.1170984767527654,0.11289450950235422
Z85996.2,0.0,0.0,0.3057480633490281,0.5,0.0,0.3351615,0.1170984767527654,0.11289450950235422
AL109920.1,0.0,0.0,0.3057480633490281,0.5,0.0,0.3351615,0.1170984767528745,0.11289450950235422
AC021860.1,0.0,0.0,0.3057480633490281,0.5,0.0,0.3351615,0.1170984767528772,0.11289450950235422
AC067863.1,0.0,0.0,0.3057480633490281,0.5,0.0,0.3351615,0.1170984767527189,0.11289450950235422
AC025176.1,0.0,0.0,0.3057480633490281,0.5,0.0,0.3351615,0.1170984842343359,0.11289450950235422
AL359233.1,0.0,0.0,0.3057480633490281,0.5,0.0,0.3351615,0.1170984882387824,0.11289450950235422
LINC02388,0.0,0.0,0.3057480633490281,0.5,0.0,0.3351615,0.1170984971798273,0.11289450950235422
FSIP2-AS2,0.0,0.0,0.3057480633490281,0.5,0.0,0.3351615,0.117098501955843,0.11289450950235422
AC016738.2,0.0,0.0,0.3057480633490281,0.5,0.0,0.3351615,0.1170985020691565,0.11289450950235422
LINC02721,0.0,0.0,0.3057480633490281,0.5,0.0,0.3351615,0.1170985054169696,0.11289450950235422
AC090987.1,0.0,0.0,0.3057480633490281,0.5,0.0,0.3351615,0.1170985079536319,0.11289450950235422
AC004083.1,0.0,0.0,0.3057480633490281,0.5,0.0,0.3351615,0.1170985129147775,0.11289450950235422
AL078621.4,0.0,0.0,0.3057480633490281,0.5,0.0,0.3351615,0.1170985146546352,0.11289450950235422
AC079015.1,0.0,0.0,0.3057480633490281,0.5,0.0,0.3351615,0.1170985162020403,0.11289450950235422
ARSD,0.0,0.0,0.3057480633490281,0.5,0.0,0.3351615,0.1170985189719518,0.11289450950235422
AC104785.1,0.0,0.0,0.3057480633490281,0.5,0.0,0.3351615,0.117098522539149,0.11289450950235422
ZNF91,0.0,0.0,0.3057480633490281,0.5,0.0,0.3351615,0.1170985230069804,0.11289450950235422
AL121749.1,0.0,0.0,0.3057480633490281,0.5,0.0,0.3351615,0.1170985253032226,0.11289450950235422
NIPBL-DT,0.0,0.0,0.3057480633490281,0.5,0.0,0.3351615,0.1170985265296143,0.11289450950235422
LINC02526,0.0,0.0,0.3057480633490281,0.5,0.0,0.3351615,0.1170985269232876,0.11289450950235422
CALML6,0.0,0.0,0.3057480633490281,0.5,0.0,0.3351615,0.1170984867850681,0.11289450950235422
AC007881.2,0.0,0.0,0.3057480633490281,0.5,0.0,0.3351615,0.1170984838482046,0.11289450950235422
PI3,0.0,0.0,0.3057480633490281,0.5,0.0,0.3351615,0.117098476752879,0.11289450950235422
AC007998.4,0.0,0.0,0.3057480633490281,0.5,0.0,0.3351615,0.1170984785651984,0.11289450950235422
AC078925.1,0.0,0.0,0.3057480633490281,0.5,0.0,0.3351615,0.1170984767530487,0.11289450950235422
AL359378.1,0.0,0.0,0.3057480633490281,0.5,0.0,0.3351615,0.1170984767530592,0.11289450950235422
Z84488.1,0.0,0.0,0.3057480633490281,0.5,0.0,0.3351615,0.1170984767530782,0.11289450950235422
LINC02154,0.0,0.0,0.3057480633490281,0.5,0.0,0.3351615,0.1170984767530782,0.11289450950235422
AC103724.3,0.0,0.0,0.3057480633490281,0.5,0.0,0.3351615,0.1170984767530782,0.11289450950235422
AL138740.1,0.0,0.0,0.3057480633490281,0.5,0.0,0.3351615,0.1170984767530803,0.11289450950235422
AP004606.1,0.0,0.0,0.3057480633490281,0.5,0.0,0.3351615,0.1170984767530807,0.11289450950235422
AC010333.3,0.0,0.0,0.3057480633490281,0.5,0.0,0.3351615,0.1170984767530988,0.11289450950235422
AL139082.1,0.0,0.0,0.3057480633490281,0.5,0.0,0.3351615,0.1170984767530988,0.11289450950235422
AC012558.1,0.0,0.0,0.3057480633490281,0.5,0.0,0.3351615,0.1170984767531062,0.11289450950235422
AC092316.1,0.0,0.0,0.3057480633490281,0.5,0.0,0.3351615,0.1170984767531062,0.11289450950235422
AADACL4,0.0,0.0,0.3057480633490281,0.5,0.0,0.3351615,0.1170984767531133,0.11289450950235422
AC008588.1,0.0,0.0,0.3057480633490281,0.5,0.0,0.3351615,0.1170984767531653,0.11289450950235422
AC092793.1,0.0,0.0,0.3057480633490281,0.5,0.0,0.3351615,0.1170984767531653,0.11289450950235422
AL645768.1,0.0,0.0,0.3057480633490281,0.5,0.0,0.3351615,0.1170984770294929,0.11289450950235422
SULT1A4,0.0,0.0,0.3057480633490281,0.5,0.0,0.3351615,0.1170985303664396,0.11289450950235422
AL031123.1,0.0,0.0,0.3057480633490281,0.5,0.0,0.3351615,0.117098549413948,0.11289450950235422
AGAP1-IT1,0.0,0.0,0.3057480633490281,0.5,0.0,0.3351615,0.1170985521272018,0.11289450950235422
AP004247.2,0.0,0.0,0.3057480633490281,0.5,0.0,0.3351615,0.1170985527963548,0.11289450950235422
AC022762.2,0.0,0.0,0.3057480633490281,0.5,0.0,0.3351615,0.117098597004085,0.11289450950235422
LINC02066,0.0,0.0,0.3057480633490281,0.5,0.0,0.3351615,0.1170985973257694,0.11289450950235422
AL139423.2,0.0,0.0,0.3057480633490281,0.5,0.0,0.3351615,0.1170985993452097,0.11289450950235422
LINC01381,0.0,0.0,0.3057480633490281,0.5,0.0,0.3351615,0.117098601556967,0.11289450950235422
CARD8-AS1,0.0,0.0,0.3057480633490281,0.5,0.0,0.3351615,0.1170986067582345,0.11289450950235422
AC012313.9,0.0,0.0,0.3057480633490281,0.5,0.0,0.3351615,0.1170986084557844,0.11289450950235422
AL513190.1,0.0,0.0,0.3057480633490281,0.5,0.0,0.3351615,0.1170986113475833,0.11289450950235422
AC007406.2,0.0,0.0,0.3057480633490281,0.5,0.0,0.3351615,0.1170986117169591,0.11289450950235422
AP000322.2,0.0,0.0,0.3057480633490281,0.5,0.0,0.3351615,0.1170986122861088,0.11289450950235422
MCCC1-AS1,0.0,0.0,0.3057480633490281,0.5,0.0,0.3351615,0.1170986131423553,0.11289450950235422
LILRB1,0.0,0.0,0.3057480633490281,0.5,0.0,0.3351615,0.1170986152912477,0.11289450950235422
AL139081.1,0.0,0.0,0.3057480633490281,0.5,0.0,0.3351615,0.1170986209014694,0.11289450950235422
AC017006.2,0.0,0.0,0.3057480633490281,0.5,0.0,0.3351615,0.1170986231831891,0.11289450950235422
LINC01913,0.0,0.0,0.3057480633490281,0.5,0.0,0.3351615,0.1170986257244519,0.11289450950235422
AL050338.2,0.0,0.0,0.3057480633490281,0.5,0.0,0.3351615,0.1170986273536595,0.11289450950235422
AC005863.1,0.0,0.0,0.3057480633490281,0.5,0.0,0.3351615,0.1170985966771149,0.11289450950235422
FAM245A,0.0,0.0,0.3057480633490281,0.5,0.0,0.3351615,0.1170985939978163,0.11289450950235422
VCX3B,0.0,0.0,0.3057480633490281,0.5,0.0,0.3351615,0.117098586017526,0.11289450950235422
AC103718.1,0.0,0.0,0.3057480633490281,0.5,0.0,0.3351615,0.1170985671281259,0.11289450950235422
CLYBL-AS1,0.0,0.0,0.3057480633490281,0.5,0.0,0.3351615,0.117098553355746,0.11289450950235422
AL138966.2,0.0,0.0,0.3057480633490281,0.5,0.0,0.3351615,0.1170985575707236,0.11289450950235422
AC108073.3,0.0,0.0,0.3057480633490281,0.5,0.0,0.3351615,0.1170985591713191,0.11289450950235422
LINC02365,0.0,0.0,0.3057480633490281,0.5,0.0,0.3351615,0.1170985606928733,0.11289450950235422
AC007333.2,0.0,0.0,0.3057480633490281,0.5,0.0,0.3351615,0.117098562030385,0.11289450950235422
AL135744.1,0.0,0.0,0.3057480633490281,0.5,0.0,0.3351615,0.1170985654528515,0.11289450950235422
AC009075.1,0.0,0.0,0.3057480633490281,0.5,0.0,0.3351615,0.1170985678921425,0.11289450950235422
AC140481.2,0.0,0.0,0.3057480633490281,0.5,0.0,0.3351615,0.1170985853851571,0.11289450950235422
AC084741.1,0.0,0.0,0.3057480633490281,0.5,0.0,0.3351615,0.117098568010454,0.11289450950235422
AL162493.1,0.0,0.0,0.3057480633490281,0.5,0.0,0.3351615,0.1170985704964559,0.11289450950235422
AC012368.2,0.0,0.0,0.3057480633490281,0.5,0.0,0.3351615,0.1170985735241224,0.11289450950235422
AC022509.5,0.0,0.0,0.3057480633490281,0.5,0.0,0.3351615,0.1170985736381043,0.11289450950235422
AC069410.1,0.0,0.0,0.3057480633490281,0.5,0.0,0.3351615,0.1170985787053161,0.11289450950235422
LINC02338,0.0,0.0,0.3057480633490281,0.5,0.0,0.3351615,0.1170985816023764,0.11289450950235422
AP001033.3,0.0,0.0,0.3057480633490281,0.5,0.0,0.3351615,0.1170984767530487,0.11289450950235422
AL450345.1,0.0,0.0,0.3057480633490281,0.5,0.0,0.3351615,0.1170984767530487,0.11289450950235422
AC004549.1,0.0,0.0,0.3057480633490281,0.5,0.0,0.3351615,0.1170984767530487,0.11289450950235422
AC120024.1,0.0,0.0,0.3057480633490281,0.5,0.0,0.3351615,0.1170984767529343,0.11289450950235422
AC023824.3,0.0,0.0,0.3057480633490281,0.5,0.0,0.3351615,0.1170984767529151,0.11289450950235422
AC006538.3,0.0,0.0,0.3057480633490281,0.5,0.0,0.3351615,0.1170984767529153,0.11289450950235422
LINC02849,0.0,0.0,0.3057480633490281,0.5,0.0,0.3351615,0.117098476752917,0.11289450950235422
AC107027.1,0.0,0.0,0.3057480633490281,0.5,0.0,0.3351615,0.117098476752917,0.11289450950235422
AL009178.2,0.0,0.0,0.3057480633490281,0.5,0.0,0.3351615,0.1170984767529183,0.11289450950235422
AC107918.5,0.0,0.0,0.3057480633490281,0.5,0.0,0.3351615,0.1170984767529183,0.11289450950235422
LINC01752,0.0,0.0,0.3057480633490281,0.5,0.0,0.3351615,0.1170984767529183,0.11289450950235422
AC067969.1,0.0,0.0,0.3057480633490281,0.5,0.0,0.3351615,0.1170984767529205,0.11289450950235422
AL445493.3,0.0,0.0,0.3057480633490281,0.5,0.0,0.3351615,0.1170984767529205,0.11289450950235422
LINC01007,0.0,0.0,0.3057480633490281,0.5,0.0,0.3351615,0.1170984767529253,0.11289450950235422
AC005616.1,0.0,0.0,0.3057480633490281,0.5,0.0,0.3351615,0.1170984767529253,0.11289450950235422
AC051619.11,0.0,0.0,0.3057480633490281,0.5,0.0,0.3351615,0.1170984767529253,0.11289450950235422
CTRB2,0.0,0.0,0.3057480633490281,0.5,0.0,0.3351615,0.1170984767529304,0.11289450950235422
BX276092.9,0.0,0.0,0.3057480633490281,0.5,0.0,0.3351615,0.1170984767529304,0.11289450950235422
AL353600.1,0.0,0.0,0.3057480633490281,0.5,0.0,0.3351615,0.1170984767529317,0.11289450950235422
IL37,0.0,0.0,0.3057480633490281,0.5,0.0,0.3351615,0.1170984767529132,0.11289450950235422
AL450327.1,0.0,0.0,0.3057480633490281,0.5,0.0,0.3351615,0.117098476752906,0.11289450950235422
AC017000.1,0.0,0.0,0.3057480633490281,0.5,0.0,0.3351615,0.1170984767529022,0.11289450950235422
LINC01884,0.0,0.0,0.3057480633490281,0.5,0.0,0.3351615,0.1170984767528943,0.11289450950235422
AL132982.1,0.0,0.0,0.3057480633490281,0.5,0.0,0.3351615,0.1170984767528827,0.11289450950235422
AC004801.6,0.0,0.0,0.3057480633490281,0.5,0.0,0.3351615,0.1170984767528827,0.11289450950235422
AC018545.1,0.0,0.0,0.3057480633490281,0.5,0.0,0.3351615,0.11709847675289,0.11289450950235422
AC245164.1,0.0,0.0,0.3057480633490281,0.5,0.0,0.3351615,0.11709847675289,0.11289450950235422
AC021355.1,0.0,0.0,0.3057480633490281,0.5,0.0,0.3351615,0.1170984767528943,0.11289450950235422
AC093426.1,0.0,0.0,0.3057480633490281,0.5,0.0,0.3351615,0.1170984767528943,0.11289450950235422
AL008721.1,0.0,0.0,0.3057480633490281,0.5,0.0,0.3351615,0.1170984767528943,0.11289450950235422
PYDC1,0.0,0.0,0.3057480633490281,0.5,0.0,0.3351615,0.1170984767528982,0.11289450950235422
AP005057.1,0.0,0.0,0.3057480633490281,0.5,0.0,0.3351615,0.117098476752897,0.11289450950235422
AC026461.3,0.0,0.0,0.3057480633490281,0.5,0.0,0.3351615,0.117098476752897,0.11289450950235422
AC007378.1,0.0,0.0,0.3057480633490281,0.5,0.0,0.3351615,0.117098476752897,0.11289450950235422
FOXD4L4,0.0,0.0,0.3057480633490281,0.5,0.0,0.3351615,0.117098476752897,0.11289450950235422
MIR3150BHG,0.0,0.0,0.3057480633490281,0.5,0.0,0.3351615,0.117098476752897,0.11289450950235422
AL445423.1,0.0,0.0,0.3057480633490281,0.5,0.0,0.3351615,0.117098476752897,0.11289450950235422
AC019193.2,0.0,0.0,0.3057480633490281,0.5,0.0,0.3351615,0.1170984767529343,0.11289450950235422
AL138767.2,0.0,0.0,0.3057480633490281,0.5,0.0,0.3351615,0.1170984767529367,0.11289450950235422
AL670729.1,0.0,0.0,0.3057480633490281,0.5,0.0,0.3351615,0.1170984767530449,0.11289450950235422
AC012360.2,0.0,0.0,0.3057480633490281,0.5,0.0,0.3351615,0.1170984767529375,0.11289450950235422
ETS1-AS1,0.0,0.0,0.3057480633490281,0.5,0.0,0.3351615,0.1170984767529908,0.11289450950235422
AF015262.1,0.0,0.0,0.3057480633490281,0.5,0.0,0.3351615,0.1170984767529908,0.11289450950235422
AL160237.1,0.0,0.0,0.3057480633490281,0.5,0.0,0.3351615,0.1170984767529908,0.11289450950235422
AC023078.1,0.0,0.0,0.3057480633490281,0.5,0.0,0.3351615,0.1170984767529927,0.11289450950235422
AC013265.1,0.0,0.0,0.3057480633490281,0.5,0.0,0.3351615,0.1170984767529964,0.11289450950235422
AC005546.1,0.0,0.0,0.3057480633490281,0.5,0.0,0.3351615,0.1170984767530087,0.11289450950235422
LINC02536,0.0,0.0,0.3057480633490281,0.5,0.0,0.3351615,0.1170984767530087,0.11289450950235422
AC108105.1,0.0,0.0,0.3057480633490281,0.5,0.0,0.3351615,0.1170984767530087,0.11289450950235422
AC005234.1,0.0,0.0,0.3057480633490281,0.5,0.0,0.3351615,0.1170984767530094,0.11289450950235422
BHMG1,0.0,0.0,0.3057480633490281,0.5,0.0,0.3351615,0.1170984767530365,0.11289450950235422
AC138305.2,0.0,0.0,0.3057480633490281,0.5,0.0,0.3351615,0.1170984767530445,0.11289450950235422
AC013269.1,0.0,0.0,0.3057480633490281,0.5,0.0,0.3351615,0.1170984767530445,0.11289450950235422
AC008786.1,0.0,0.0,0.3057480633490281,0.5,0.0,0.3351615,0.1170984767530445,0.11289450950235422
AC009970.1,0.0,0.0,0.3057480633490281,0.5,0.0,0.3351615,0.1170984767530449,0.11289450950235422
AC004415.1,0.0,0.0,0.3057480633490281,0.5,0.0,0.3351615,0.1170984767530449,0.11289450950235422
CERNA3,0.0,0.0,0.3057480633490281,0.5,0.0,0.3351615,0.1170984767529908,0.11289450950235422
AC015726.2,0.0,0.0,0.3057480633490281,0.5,0.0,0.3351615,0.1170984767529906,0.11289450950235422
AL034428.1,0.0,0.0,0.3057480633490281,0.5,0.0,0.3351615,0.117098476752985,0.11289450950235422
AC010982.2,0.0,0.0,0.3057480633490281,0.5,0.0,0.3351615,0.1170984767529575,0.11289450950235422
AC093904.2,0.0,0.0,0.3057480633490281,0.5,0.0,0.3351615,0.1170984767529393,0.11289450950235422
FO680682.1,0.0,0.0,0.3057480633490281,0.5,0.0,0.3351615,0.1170984767529393,0.11289450950235422
LINC00911,0.0,0.0,0.3057480633490281,0.5,0.0,0.3351615,0.117098476752942,0.11289450950235422
CNNM3-DT,0.0,0.0,0.3057480633490281,0.5,0.0,0.3351615,0.1170984767529439,0.11289450950235422
AC091564.4,0.0,0.0,0.3057480633490281,0.5,0.0,0.3351615,0.1170984767529468,0.11289450950235422
AC008972.1,0.0,0.0,0.3057480633490281,0.5,0.0,0.3351615,0.1170984767529545,0.11289450950235422
AP000474.2,0.0,0.0,0.3057480633490281,0.5,0.0,0.3351615,0.1170984767529575,0.11289450950235422
AC027763.2,0.0,0.0,0.3057480633490281,0.5,0.0,0.3351615,0.117098476752984,0.11289450950235422
LINC00316,0.0,0.0,0.3057480633490281,0.5,0.0,0.3351615,0.1170984767529575,0.11289450950235422
AL589743.4,0.0,0.0,0.3057480633490281,0.5,0.0,0.3351615,0.1170984767529575,0.11289450950235422
AC073912.2,0.0,0.0,0.3057480633490281,0.5,0.0,0.3351615,0.1170984767529651,0.11289450950235422
AL512358.1,0.0,0.0,0.3057480633490281,0.5,0.0,0.3351615,0.117098476752966,0.11289450950235422
AC002401.2,0.0,0.0,0.3057480633490281,0.5,0.0,0.3351615,0.117098476752966,0.11289450950235422
AC008798.2,0.0,0.0,0.3057480633490281,0.5,0.0,0.3351615,0.1170984767529668,0.11289450950235422
FAM41C,0.0,0.0,0.3057480633490281,0.5,0.0,0.3351615,0.1170984767527206,0.11289450950235422
AL354714.1,0.0,0.0,0.3057480633490281,0.5,0.0,0.3351615,0.1170984767527188,0.11289450950235422
AC021393.1,0.0,0.0,0.3057480633490281,0.5,0.0,0.3351615,0.1170984767524792,0.11289450950235422
AC010422.7,0.0,0.0,0.3057480633490281,0.5,0.0,0.3351615,0.1170984767525377,0.11289450950235422
AL133516.1,0.0,0.0,0.3057480633490281,0.5,0.0,0.3351615,0.1170984767525395,0.11289450950235422
LINC02628,0.0,0.0,0.3057480633490281,0.5,0.0,0.3351615,0.1170984767525395,0.11289450950235422
AP005209.2,0.0,0.0,0.3057480633490281,0.5,0.0,0.3351615,0.1170984767525398,0.11289450950235422
AP001189.4,0.0,0.0,0.3057480633490281,0.5,0.0,0.3351615,0.1170984767525417,0.11289450950235422
AL590560.5,0.0,0.0,0.3057480633490281,0.5,0.0,0.3351615,0.1170984767525417,0.11289450950235422
AC068633.2,0.0,0.0,0.3057480633490281,0.5,0.0,0.3351615,0.1170984767525417,0.11289450950235422
AC007349.3,0.0,0.0,0.3057480633490281,0.5,0.0,0.3351615,0.1170984767525427,0.11289450950235422
AC133644.2,0.0,0.0,0.3057480633490281,0.5,0.0,0.3351615,0.1170984767525427,0.11289450950235422
AC007993.2,0.0,0.0,0.3057480633490281,0.5,0.0,0.3351615,0.1170984767525427,0.11289450950235422
AL121584.1,0.0,0.0,0.3057480633490281,0.5,0.0,0.3351615,0.1170984767525433,0.11289450950235422
OR2J2,0.0,0.0,0.3057480633490281,0.5,0.0,0.3351615,0.1170984767525433,0.11289450950235422
AC010776.2,0.0,0.0,0.3057480633490281,0.5,0.0,0.3351615,0.1170984767525441,0.11289450950235422
AC079336.2,0.0,0.0,0.3057480633490281,0.5,0.0,0.3351615,0.1170984767525441,0.11289450950235422
AC026523.4,0.0,0.0,0.3057480633490281,0.5,0.0,0.3351615,0.1170984767525441,0.11289450950235422
AC004012.1,0.0,0.0,0.3057480633490281,0.5,0.0,0.3351615,0.1170984767525441,0.11289450950235422
AC116609.3,0.0,0.0,0.3057480633490281,0.5,0.0,0.3351615,0.1170984767525387,0.11289450950235422
OR10AD1,0.0,0.0,0.3057480633490281,0.5,0.0,0.3351615,0.1170984767525355,0.11289450950235422
AP000867.5,0.0,0.0,0.3057480633490281,0.5,0.0,0.3351615,0.1170984767525786,0.11289450950235422
L34079.2,0.0,0.0,0.3057480633490281,0.5,0.0,0.3351615,0.1170984767525332,0.11289450950235422
AC018761.1,0.0,0.0,0.3057480633490281,0.5,0.0,0.3351615,0.1170984767525212,0.11289450950235422
AL031283.3,0.0,0.0,0.3057480633490281,0.5,0.0,0.3351615,0.1170984767525212,0.11289450950235422
AC084335.1,0.0,0.0,0.3057480633490281,0.5,0.0,0.3351615,0.1170984767525229,0.11289450950235422
